novo_nome;nome_original;fonte;categoria;descricao;palavras_chave;ambiente;objetos;estilo;iluminacao;pessoas;usos;observacoes
restaurante-salao-refeicoes-mesas-madeira-forno-lenha-vitral-colorido-piso-marmore.jpg;IMG_0309.JPG;foto-real;Gastronomia;Salao de refeicoes amplo com mesas e cadeiras de madeira, forno de pizza a lenha embutido em base de pedra, paredes azuis, janelas com vitral colorido e piso em marmorite preto. Ao fundo, balcao de cozinha com funcionaria de touca.;restaurante, salao, refeicoes, mesas-madeira, cadeiras, forno-pizza, forno-lenha, cozinha-a-lenha, parede-azul, vitral-colorido, janela-vitral, piso-marmore-preto, piso-granilite, balcao-cozinha, funcionaria, touca-descartavel, gastronomia, ambiente-interno, plano-aberto, horizontal, decoracao-rustica, flores-decorativas, jarro-flores, area-de-estar, cafe-da-manha, jantar;Interno, salao de refeicoes/restaurante;mesas de madeira, cadeiras com assento de couro sintetico preto, forno de pizza a lenha, base de pedra, janelas com vitral colorido, jarros com flores, potes de condimentos sobre as mesas, balcao de cozinha ao fundo;rustico-contemporaneo, aconchegante;luz natural entrando pelas janelas, diurna;uma funcionaria ao fundo, de touca, atras do balcao da cozinha (rosto nao identificavel claramente);site, campanha, folder, anuncio, instagram;"boa qualidade, horizontal, plano aberto; adequada para mostrar a estrutura do restaurante/gastronomia da pousada"
forno-pizza-lenha-detalhe-bancada-pedra-utensilios-cobre-decoracao.jpg;IMG_0310.JPG;foto-real;Gastronomia;Detalhe do forno de pizza a lenha em aco inox sobre bancada de pedra, ladeado por utensilios decorativos de cobre (jarras, baldes, canecas), velas e folhagem, com parede azul e janelas com vitral ao fundo.;forno-pizza, forno-lenha, forno-a-lenha, bancada-pedra, cobre, utensilios-cobre, jarra-cobre, balde-cobre, caneca-cobre, velas, castical, folhagem, ivy, parede-azul, vitral-colorido, decoracao-rustica, detalhe, close, gastronomia, cozinha, chamine, tubo-exaustao, ambiente-interno, horizontal;Interno, area de cozinha/preparo do restaurante;forno de pizza a lenha, chamine/tubo de exaustao, bancada de pedra, jarras e canecas de cobre, baldes de cobre, castiçais com velas, folhagem decorativa, vasos de flores;rustico, artesanal;luz natural difusa pelas janelas;nenhuma;instagram, site, banner, campanha;boa qualidade, horizontal, otimo para detalhe/decoracao de gastronomia
sala-estar-cristaleira-loucas-tacas-cristal-mesa-jogos-radio-antigo-decoracao-vintage.jpg;IMG_0311.JPG;foto-real;Áreas Comuns & Lounge;Ambiente interno com duas cristaleiras de madeira exibindo loucas, xicaras e taças de cristal, mesinha com toalha verde e cadeiras de couro, aparador com livros, radio antigo decorativo e potiche de porcelana, sobre piso em marmorite preto e paredes azuis.;sala-estar, cristaleira, louca, pratos, xicaras, tacas-cristal, copos, mesa-jogos, cadeiras-couro, aparador, radio-antigo, potiche-porcelana, livros, decoracao-vintage, decoracao-rustica, parede-azul, piso-marmore-preto, jarra-decorativa, penas-decorativas, castical, porta-vidro, ambiente-interno, horizontal, plano-aberto, area-comum;Interno, sala de estar/area comum proxima ao restaurante;cristaleiras de madeira com loucas e taças, mesa pequena com toalha verde, cadeiras com assento de couro, aparador com livros e radio antigo, potiche de porcelana, vasos com penas decorativas, castiçais;rustico-vintage, aconchegante;luz natural, diurna;nenhuma;site, instagram, folder;"boa qualidade, horizontal; composicao muito semelhante a IMG_0312 (mesmo ambiente, angulo levemente distinto)"
sala-estar-cristaleira-loucas-tacas-cristal-mesa-jogos-radio-antigo-decoracao-vintage-02.jpg;IMG_0312.JPG;foto-real;Áreas Comuns & Lounge;Ambiente interno com duas cristaleiras de madeira exibindo loucas, xicaras e taças de cristal, mesinha com toalha verde e cadeiras de couro, aparador com livros, radio antigo decorativo e potiche de porcelana, sobre piso em marmorite preto e paredes azuis.;sala-estar, cristaleira, louca, pratos, xicaras, tacas-cristal, copos, mesa-jogos, cadeiras-couro, aparador, radio-antigo, potiche-porcelana, livros, decoracao-vintage, decoracao-rustica, parede-azul, piso-marmore-preto, jarra-decorativa, penas-decorativas, castical, porta-vidro, ambiente-interno, horizontal, plano-aberto, area-comum;Interno, sala de estar/area comum proxima ao restaurante;cristaleiras de madeira com loucas e taças, mesa pequena com toalha verde, cadeiras com assento de couro, aparador com livros e radio antigo, potiche de porcelana, vasos com penas decorativas, castiçais;rustico-vintage, aconchegante;luz natural, diurna;nenhuma;site, instagram, folder;"boa qualidade, horizontal; quase identica a IMG_0311 (mesmo ambiente e enquadramento) — considerar usar apenas uma das duas"
cozinha-externa-coberta-parede-pedra-luminarias-pendentes-azulejo-portugues-utensilios.jpg;IMG_0313.JPG;foto-real;Gastronomia;Estrutura de cozinha coberta com parede de pedra rustica, luminarias pendentes industriais, regadores decorativos, arranjos de flores secas, backsplash em azulejo estilo portugues e utensilios de cozinha pendurados. Funcionaria de touca aparece ao fundo, a esquerda.;cozinha-externa, parede-pedra, luminaria-pendente, lustre-industrial, regador-decorativo, flores-secas, azulejo-portugues, ladrilho-hidraulico, utensilios-cozinha, panelas, pratos-decorativos-parede, decoracao-rustica, chamine-pedra, estrutura-metalica-telhado, funcionaria, touca, cozinha-aberta, gastronomia, ambiente-interno, horizontal, plano-aberto;Interno/coberto, area de cozinha aberta do restaurante;parede de pedra, luminarias pendentes de metal, regadores de metal decorativos, arranjos de flores secas, backsplash em azulejo estampado, utensilios de cozinha pendurados, potes de mantimentos, pratos decorativos na parede azul, estrutura metalica do telhado;rustico industrial;luz natural, diurna, area inferior levemente mais escura;uma funcionaria ao fundo a esquerda, de touca (rosto nao identificavel);site, instagram, campanha, banner;"boa qualidade, horizontal, plano aberto; bom para mostrar estrutura e ambientacao da cozinha/gastronomia"
estacao-cha-cafe-termica-vermelha-livros-culinaria-lanternas-decorativas-aparador-industrial.jpg;IMG_0314.JPG;foto-real;Gastronomia;Aparador de metal e madeira com estacao de cha — caixas de cha Twinings, garrafa termica vermelha, bule e xicaras de vidro — e prateleira inferior com livros de culinaria. No chao, conjunto de lanternas decorativas metalicas com velas.;estacao-cha, cha, twinings, cafe-da-manha, garrafa-termica, bule, xicaras-vidro, livros-culinaria, livros-receitas, aparador-industrial, mesa-metal-madeira, lanternas-decorativas, velas, quadro-parede, decoracao-rustica-industrial, parede-azul, piso-marmore-preto, piso-porcelanato, self-service, ambiente-interno, horizontal, close-detalhe;Interno, area de self-service de cha/cafe proxima ao salao de refeicoes;caixas de cha (Twinings e outra), garrafa termica vermelha, bule de inox, xicaras de vidro, aparador de metal e madeira, livros de culinaria/receitas, lanternas decorativas com velas, quadro de arte na parede;rustico industrial;luz natural, diurna;nenhuma;instagram, site, campanha;"boa qualidade, horizontal, plano aberto; bom para conteudo sobre cafe da manha/estacao de cha"
lounge-adega-prateleiras-bones-personalizados-pet-friendly-sofa-rosa-jogos-tabuleiro.jpg;IMG_0315.JPG;foto-real;Áreas Comuns & Lounge;"Estante de metal e madeira com garrafas de cachaca e cerveja artesanal, bones personalizados com estampas pet-friendly (Dog Dad, My dog my life) e itens decorativos. Ao fundo, sala de estar com sofa rosa/coral, poltrona com manta e jogos de tabuleiro; porta de vidro com adesivo Dog Friendly.";lounge, adega, prateleira-industrial, garrafas-cachaca, cerveja-artesanal, bones-personalizados, dog-dad, pet-friendly, dog-friendly, sofa-rosa, poltrona, manta, jogos-tabuleiro, decoracao-industrial, estante-metal-madeira, figura-anjo-vidro, vaso-decorativo, planta, adesivo-porta, ambiente-interno, area-comum, sala-estar, horizontal, plano-aberto, loja-suvenir;Interno, lounge/area de estar com pequena loja de produtos (adega e itens pet-friendly);estante de metal e madeira, garrafas de cachaca e destilados, garrafas de cerveja artesanal, bones personalizados com estampas de pet, figura de anjo em vidro, vasos de planta, sofa rosa/coral, poltrona com manta, jogos de tabuleiro, porta de vidro com adesivo Dog Friendly, ilustracao de cachorro na parede;industrial-descontraido, colorido;luz natural, diurna;nenhuma;instagram, site, campanha, banner;"boa qualidade, horizontal, plano aberto; reforca posicionamento pet-friendly da pousada via sinalizacao e produtos, mas sem pet real na cena"
estante-loja-presentes-bones-dog-dad-cachaca-cerveja-sala-estar.jpg;IMG_0316.JPG;foto-real;Detalhe & Decoração;Estante de metal preto e madeira expondo produtos a venda: bones bordados com estampas dog dad e dog vibes em varias cores, garrafas de cachaca e cerveja artesanal, alem de itens decorativos como escultura de vidro azul, vasos de planta e uma cesta de vime. Ao fundo, canto de sala de estar com sofa vermelho, poltrona bege e jogos de tabuleiro sobre um bau.;estante, prateleira, loja, gift shop, presentes, bones, bone dog dad, bones coloridos, cachaca, cerveja artesanal, garrafas, decoracao, vaso de vidro azul, planta em vaso, sala de estar, sofa vermelho, poltrona bege, jogos de tabuleiro, bingo, ambiente interno, estante madeira metal, estilo industrial, produtos pet, presentes pousada, janela, vista verde, plano aberto, horizontal;area interna comum - canto de loja/presentes dentro da sala de estar;estante de metal e madeira, garrafas de cachaca, garrafas de cerveja, bones bordados, cesto de vime, vaso de vidro azul (escultura), vasos com plantas, jogos de tabuleiro, sofa vermelho, poltrona bege com manta verde, acessorios pendurados (colares/pulseiras);rustico industrial, aconchegante;luz natural pela janela, ambiente interno;nenhuma;instagram, site, loja/produtos, post estatico;boa qualidade, horizontal, muitos elementos no quadro - recomenda-se recorte se usada como banner
cabideiro-moletons-dog-mom-dog-dad-loja-presentes-sala-estar.jpg;IMG_0317.JPG;foto-real;Detalhe & Decoração;Cabideiro preto com moletons (hoodies) a venda em varias cores: bordo, bege com aplique D, verde-oliva, rosa com estampa dog mom e cinza com estampa dog dad. Abaixo, aparador de madeira com livros, camera vintage branca, escultura de vidro azul e caixas decorativas. Sofa com almofadas visivel ao fundo.;cabideiro, moletom, hoodie, dog mom, dog dad, roupas, loja de roupas, presentes pet, estampa, moletom bege, moletom rosa, moletom cinza, moletom verde oliva, moletom bordo, aparador madeira, livros, escultura vidro azul, camera vintage, decoracao, sala de estar, sofa, almofadas, ambiente interno, vitrine, cabides madeira, penduradas;area interna comum - canto de loja dentro da sala de estar;cabideiro preto, moletons/hoodies, cabides de madeira, aparador de madeira com nichos, livros, escultura de vidro azul, camera fotografica vintage branca, caixas decorativas, sofa bege, almofadas, mesa lateral de madeira com objetos;casual, moderno, aconchegante;luz natural pela janela, ambiente interno;nenhuma;instagram, site, loja/produtos, post estatico;boa qualidade, horizontal, foco nos produtos pendurados no cabideiro
sala-estar-sofa-suede-bege-puff-almofadas-mesa-centro-madeira.jpg;IMG_0318.JPG;foto-real;Áreas Comuns & Lounge;Sala de estar aconchegante com sofa retratil grande em suede bege, almofadas marrom e manta xadrez vermelha e preta, alem de um puff grande marrom ao fundo. Mesa de centro de madeira com nicho central exibindo objetos decorativos e livros. Janelas mostram area externa com rede e jardim.;sala de estar, sofa bege, sofa suede, sofa retratil, almofadas marrom, manta xadrez vermelha, puff marrom, mesa de centro madeira, decoracao, livros, escultura de vidro azul, janela, vista jardim, rede, natureza, ambiente interno, aconchegante, area comum, lounge, parede verde, quadro colorido, horizontal, plano aberto;sala de estar interna com vista para area externa/jardim;sofa retratil em suede bege, almofadas, manta xadrez vermelha e preta, puff/pufe marrom, mesa de centro de madeira com nicho de vidro, livros e objetos decorativos, escultura de vidro azul, quadro abstrato colorido, rede na varanda externa (vista pela janela);aconchegante, rustico contemporaneo;luz natural diurna;nenhuma;instagram, site, banner, post estatico;boa qualidade, horizontal, boa opcao para composicao de lounge/relax
sala-tv-lareira-pedra-viga-madeira-lustre-metalico-angulo-2.jpg;IMG_0320.JPG;foto-real;Áreas Comuns & Lounge;Mesma sala de estar/TV com lareira de pedra, exibindo novamente a escultura/lustre com hastes metalicas e o conjunto de estante com CDs e DVDs, sofa com almofada amarela e claraboias no teto. Composicao praticamente identica a imagem anterior do mesmo ambiente.;sala de tv, lareira de pedra, tv tela plana, estante dvd cd, lustre artistico, escultura metal, sofa, almofada amarela, claraboia, janela, vista arvores, quadro colorido, ambiente interno, decoracao, viga madeira, parede verde, media room, imagem rotacionada, duplicata sequencia;sala de estar/tv interna com lareira;lareira de pedra, tv de tela plana, viga de madeira rustica, escultura/lustre com hastes metalicas e prendedores, estante com cds e dvds, sofa com almofada amarela, quadros na parede, claraboias no teto;rustico contemporaneo, artistico;luz natural pelas claraboias e janelas;nenhuma;site, instagram, banner;imagem muito semelhante a IMG_0319 (possivel duplicata/sequencia de disparo), tambem com orientacao rotacionada precisando correcao antes do uso
bar-leange-balcao-marmore-banquetas-pretas-estante-garrafas.jpg;IMG_0321.JPG;foto-real;Gastronomia;Vista geral do bar da pousada com balcao em marmore preto, banquetas pretas, luminaria pendente estilo tiffany e estante lateral com bones, garrafas e itens decorativos. Placa Bar LeAnge visivel. Ao fundo, vista para area de refeicoes com mesas de madeira sob arco de tijolinhos.;bar, balcao marmore preto, banquetas pretas, luminaria tiffany, estante garrafas, bones pendurados, placa bar leange, piso preto marmorizado, area comum, restaurante ao fundo, mesa madeira, arco de tijolo, cachaca, decoracao, ambiente interno, gastronomia, tigela de agua pet, plano aberto, horizontal;bar interno da pousada, com vista para area de refeicoes;balcao de bar em marmore preto, banquetas pretas, luminaria pendente estilo tiffany, estante com garrafas, copos e bones, adega/geladeira de bebidas, placa bar leange, tigela para cachorro no chao, mesas de madeira ao fundo sob arco de tijolo;sofisticado, rustico contemporaneo;luz artificial quente (luminaria) combinada com luz natural ao fundo;"nenhuma em primeiro plano; figura humana desfocada ao fundo, junto a mesa na area externa, sem identificacao possivel";instagram, site, banner, post estatico;"boa qualidade, horizontal, plano aberto do bar; pessoa desfocada ao fundo nao e o foco da composicao"
bar-leange-detalhe-luminaria-tiffany-adega-vinhos-tacas-estatueta-cachorro.jpg;IMG_0322.JPG;foto-real;Detalhe & Decoração;"Close do bar com luminaria pendente estilo tiffany, estante de bebidas destiladas, tacas de vinho penduradas em suportes e quadro com bolachas de cerveja emolduradas. Sobre o balcao de marmore preto, uma estatueta decorativa de cachorro com laco vermelho ao lado da placa Bar LeAnge; adega de vinhos e extintor visiveis ao lado.";bar, detalhe, luminaria tiffany, estante bebidas, garrafas destiladas, taca de vinho pendurada, adega de vinhos, bolachas de cerveja emolduradas, balcao marmore preto, estatueta cachorro, laco vermelho, placa bar leange, alcool em gel, extintor de incendio, vaso flores secas, ambiente interno, decoracao, close up, sofisticado;bar interno da pousada;luminaria pendente estilo tiffany, estante de bebidas destiladas, tacas de vinho penduradas em suporte, adega de vinhos, quadro com bolachas de cerveja emolduradas, estatueta de ceramica de cachorro com laco vermelho, placa bar leange, frasco de alcool em gel, extintor de incendio, vaso com flores secas;sofisticado, aconchegante, detalhista;luz artificial quente da luminaria tiffany;"nenhuma em primeiro plano; figura humana desfocada ao fundo, atras da porta/arco a direita, sem identificacao possivel";instagram, site, detalhe/decoracao, post estatico;"boa qualidade, plano fechado/detalhe; pessoa desfocada ao fundo fora de foco, nao identificavel"
bar-interno-balcao-granito-banquetas-couro-preto-luminaria-vitral-adega-vinhos-plano-aproximado.jpg;IMG_0324.JPG;foto-real;Áreas Comuns & Lounge;Mesma vista do bar interno da pousada em plano ligeiramente mais aproximado, mostrando balcão de granito preto, banquetas de couro, estante com garrafas de bebidas e luminária pendente estilo vitral Tiffany.;bar, balcao-granito-preto, banquetas-couro-preto, luminaria-vitral, tiffany, adega-vinhos, garrafas-bebidas, prateleira-madeira, tacas-vinho-penduradas, quadro-porta-copos, decoracao-rustica, ambiente-interno, figura-cachorro-ceramica, sabonete-liquido, placa-bar-leange, piso-preto, adega-refrigerada, sofisticado, aconchegante, detalhe-bar;interno - bar;balcao de granito preto, banquetas de couro preto, estante com garrafas de bebidas, luminaria pendente estilo vitral, adega de vinhos com display digital, tacas de vinho penduradas em suporte, quadro com colecao de porta-copos decorativos, figura decorativa de cachorro de ceramica com laco vermelho, frasco de sabonete liquido, placa escrita Bar LeAnge, caixa de madeira com dizeres de agradecimento;rustico-sofisticado, aconchegante;luz artificial quente, ambiente interno;nenhuma;instagram, site, folder institucional, apresentacao de estrutura e lazer;foto horizontal, muito semelhante a IMG_0323 (mesmo ambiente, angulo levemente diferente), sem hospedes
restaurante-mesas-madeira-armarios-vidro-decoracao-parede-azul-flores-secas.jpg;IMG_0325.JPG;foto-real;Gastronomia;Salão do restaurante da pousada com mesas de madeira postas, cadeiras estofadas, armários de vidro com louças e cristais, parede azul com pratos decorativos e arranjos de flores secas. Ao fundo, porta de vidro com esquadria preta dá acesso a uma área externa com varanda.;restaurante, salao-refeicoes, mesas-madeira, cadeiras-estofadas, armario-vidro, vitrine-loucas, cristais, copos, decoracao-parede-azul, pratos-decorativos, flores-secas, vaso-decorativo, porta-vidro-preta, esquadria-preta, ambiente-interno, piso-marmore-preto-branco, rustico, aconchegante, sem-pessoas, varanda-externa;interno - restaurante / salao de refeicoes;mesas de madeira com jogo americano vermelho e verde, cadeiras de madeira com assento de couro preto, armarios vitrine de madeira com copos e loucas, vasos com flores secas e penas decorativas, pratos decorativos na parede azul, porta de vidro com esquadria preta, cadeira de praia azul-turquesa visivel na varanda externa ao fundo;rustico-aconchegante, decoracao ecletica;luz natural difusa entrando pelas portas envidracadas, ambiente interno;nenhuma;instagram, site, material de cardapio, apresentacao da experiencia gastronomica;foto horizontal, boa nitidez, ambiente vazio, sem hospedes, antes do servico
restaurante-cozinha-aberta-forno-tijolinho-teto-alto-vigas-brancas-mesas-postas-plano-aproximado.jpg;IMG_0327.JPG;foto-real;Gastronomia;Mesma área do restaurante em ângulo levemente diferente, evidenciando o pé-direito alto, a parede de tijolinho com nicho de cozinha, mesas de madeira postas e a funcionária de touca trabalhando ao fundo.;restaurante, cozinha-aberta, forno-tijolinho, tijolo-aparente, teto-alto, vigas-brancas, pe-direito-duplo, balcao-preparo, utensilios-cozinha-pendurados, luminarias-pendentes, cafeteira, mesas-madeira-postas, cadeiras-madeira, jogo-americano-verde, funcionaria-touca, colaboradora-cozinha, armario-vidro-loucas, pratos-decorativos-parede, rustico-industrial, janelas-laterais;interno - restaurante e cozinha aberta;parede de tijolinho aparente com nicho da cozinha, azulejos hidraulicos decorativos, luminarias pendentes de metal, regadores decorativos usados como vasos, pratos decorativos na parede azul, balcao de granito preto com utensilios de cozinha pendurados, cafeteira, mesas de madeira com jogo americano verde, cadeiras de madeira com assento preto, armarios de vidro com loucas;rustico industrial, teto alto;luz artificial pontual combinada com luz natural das janelas laterais;uma funcionaria (mulher) com touca de cozinha trabalhando ao fundo no balcao;instagram, site, apresentacao da estrutura gastronomica, material institucional;foto horizontal, muito semelhante a IMG_0326 (mesmo ambiente, angulo levemente diferente), sem hospedes em primeiro plano
area-externa-piscina-pergolas-madeira-espreguicadeiras-brancas-vista-serra-guarda-sol-fechado.jpg;IMG_0328.JPG;foto-real;Piscina & Lazer;Área externa da pousada com deck de madeira, sequência de pergolas de madeira com espreguiçadeiras brancas de vime, mesas e cadeiras, guarda-sol fechado e borda da piscina visível à direita. Ao fundo, prédio em tom terracota da pousada e vegetação da serra.;piscina, deck-madeira, pergola-madeira, cobertura-escura, espreguicadeira-branca, chaise-longue-vime, mesas-externas, cadeiras-externas, guarda-sol-fechado, area-de-lazer, vista-serra, montanha, natureza, vegetacao, arvores, predio-terracota, varanda, cadeira-azul-turquesa, dia-nublado, luz-natural-difusa, externo, horizontal, sem-pessoas;externo - deck da piscina;pergolas de madeira com cobertura escura, espreguicadeiras brancas de vime, mesas e cadeiras externas de metal e vime, guarda-sol branco fechado, piso de deck em porcelanato imitando madeira, borda de piscina com agua azul-turquesa visivel, cadeira de praia azul-turquesa na varanda ao fundo, predio vermelho/terracota da pousada, vegetacao e serra ao fundo;natureza, rustico-aconchegante, area de lazer;luz natural diurna, dia nublado com luz difusa;"nenhuma pessoa identificavel; ha um elemento escuro e desfocado no canto inferior esquerdo que nao pode ser identificado com seguranca como pet";instagram, site, campanha de lazer e piscina, material de vendas;"foto horizontal, boa qualidade; vista da serra ao fundo entre a vegetacao; canto inferior esquerdo tem objeto fora de foco/cortado nao identificavel, nao confirmado como animal"
banheira-hidromassagem-azulejo-turquesa-piscina-borda-infinita-vista-serra-dia-nublado.jpg;IMG_0330.JPG;foto-real;Piscina & Lazer;Banheira de hidromassagem quadrada com azulejos turquesa e revestimento externo em madeira, em primeiro plano na area da piscina de borda infinita. Ao fundo, deck de madeira, mobiliario em vime, guarda-sol fechado e vista para a serra em dia nublado.;banheira, hidromassagem, spa, azulejo, turquesa, piscina, borda infinita, madeira, deck, vista serra, montanha, jardim, vasos, guarda-sol, mesa vidro, cadeiras vime, dia nublado, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, azul turquesa, tranquilidade, hospedagem;area externa, piscina e banheira de hidromassagem, deck;banheira de hidromassagem, azulejo turquesa, revestimento de madeira, piscina de borda infinita, mesa de vidro, cadeiras de vime, guarda-sol fechado, vasos de planta, cerca de bambu, serra ao fundo;sofisticado, rustico-chic contemporaneo;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, campanha, anuncio;foto horizontal, boa qualidade, sem distracoes relevantes, apta para banner
piscina-borda-infinita-plataforma-flutuante-banheira-hidromassagem-pergola-madeira-vista-serra.jpg;IMG_0331.JPG;foto-real;Piscina & Lazer;Vista da piscina de borda infinita com plataforma flutuante quadrada ao centro, banheira de hidromassagem com azulejos turquesa a direita e pergola de madeira ao fundo. Serra e vegetacao compoem o horizonte em dia nublado.;piscina, borda infinita, plataforma flutuante, deck flutuante, banheira hidromassagem, azulejo turquesa, agua turquesa, vista serra, montanha, pergola madeira, jardim, vasos, dia nublado, reflexo agua, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, tranquilidade, natureza, hospedagem, paisagem;piscina, area externa;piscina de borda infinita, plataforma flutuante, banheira de hidromassagem, azulejo turquesa, pergola de madeira, vasos de planta, vista serra;sofisticado, contemplativo, natureza;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, capa;horizontal, reflexo da paisagem na agua, sem distracoes, boa para banner panoramico
piscina-borda-infinita-plataforma-flutuante-arvore-florida-rosa-vista-serra-dia-nublado.jpg;IMG_0332.JPG;foto-real;Natureza & Paisagem;Piscina de borda infinita vista do nivel da agua, com plataforma flutuante retangular e serra ao fundo sob ceu nublado. Arvore florida em tons rosa e vasos de planta emolduram a lateral esquerda.;piscina, borda infinita, plataforma flutuante, agua turquesa, vista serra, montanha, arvore florida, flores rosa, jardim, vasos, pergola madeira, dia nublado, reflexo agua, natureza, paisagem, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, tranquilidade, ceu nublado;piscina, area externa, jardim;piscina de borda infinita, plataforma flutuante, arvore florida rosa, vasos de planta, pergola, vista serra;contemplativo, natureza, sofisticado;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, capa, story;horizontal, forte apelo visual pelo reflexo na agua, apta para banner e capa
piscina-borda-infinita-plataforma-flutuante-poltrona-vime-pergola-florida-vista-serra.jpg;IMG_0333.JPG;foto-real;Natureza & Paisagem;Outro angulo da piscina de borda infinita com a plataforma flutuante, poltrona de vime sob pergola florida a esquerda e fileira de vasos de planta na borda. Serra e vegetacao ao fundo em dia nublado.;piscina, borda infinita, plataforma flutuante, poltrona vime, pergola madeira, flores rosa, arvore florida, vasos planta, vista serra, montanha, jardim, agua turquesa, dia nublado, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, natureza, tranquilidade, reflexo agua;piscina, area externa, jardim, pergola;piscina de borda infinita, plataforma flutuante, poltrona de vime, pergola de madeira, arvore florida rosa, vasos de planta, vista serra;contemplativo, sofisticado, natureza;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, capa, story;horizontal, boa qualidade, composicao semelhante a IMG_0332 com angulo levemente diferente
deck-madeira-mesa-cadeiras-vime-guarda-sol-fechado-arco-lua-decorativo-flores-rosa-vista-piscina.jpg;IMG_0334.JPG;foto-real;Áreas Comuns & Lounge;Deck de madeira com conjunto de mesa e cadeiras de vime, guarda-sol fechado e espreguicadeiras, sob arco decorativo em formato de lua coberto por trepadeira com flores rosa. Piscina visivel ao fundo a direita, com serra no horizonte.;deck madeira, mesa vime, cadeiras vime, guarda-sol fechado, espreguicadeira, arco decorativo, arco lua, trepadeira flores, flores rosa, pergola, area de estar, lounge externo, piscina fundo, vista serra, dia nublado, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, romantico, aconchegante;deck, area de estar externa, pergola;mesa de vime, cadeiras de vime, guarda-sol fechado, espreguicadeira, arco decorativo em formato de lua, trepadeira com flores rosa, deck de madeira, piscina ao fundo;rustico-chic, aconchegante, romantico;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, story, folder;horizontal, deck molhado indicando chuva recente, boa composicao para area de lounge
arco-lua-decorativo-rattan-trepadeira-flores-rosa-mesa-cadeiras-vime-deck-madeira-jardim.jpg;IMG_0335.JPG;foto-real;Detalhe & Decoração;Close do arco decorativo em formato de lua crescente feito em rattan trancado, emoldurado por trepadeira florida em rosa. Mesa redonda com cadeiras de vime ao centro e espreguicadeiras em primeiro plano, com jardim e casas da vizinhanca visiveis atraves do arco.;arco decorativo, formato lua, rattan trancado, trepadeira, flores rosa, pergola, mesa redonda vime, cadeiras vime, espreguicadeira, jardim, deck madeira, area de estar externa, detalhe decoracao, romantico, artesanal, dia nublado, area externa, pousada, serra, sem pessoas, close, plano aberto, horizontal;pergola, area de estar externa, jardim;arco decorativo em formato de lua, rattan trancado, trepadeira com flores rosa, mesa redonda de vime, cadeiras de vime, espreguicadeira, jardim, casas ao fundo;romantico, artesanal, aconchegante;luz natural difusa, dia nublado;nenhuma;instagram, site, story, banner;horizontal, elemento decorativo diferenciado, boa para destaque de detalhe/decoracao
pergola-madeira-mesa-cadeiras-vime-espreguicadeiras-jardim-lagoa-casa-terracota-vista-serra.jpg;IMG_0336.JPG;foto-real;Áreas Comuns & Lounge;Pergola de madeira independente com mesa e cadeiras de vime, cercada por espreguicadeiras em primeiro plano. Ao fundo, jardim com lagoa pequena, casa em tom terracota com rede e cadeira suspensa, e serra no horizonte em dia nublado.;pergola madeira, mesa vime, cadeiras vime, espreguicadeira, lagoa, casa terracota, rede, cadeira suspensa, jardim, vista serra, montanha, deck madeira, area de estar externa, lounge, dia nublado, area externa, lazer, pousada, serra, sem pessoas, plano aberto, horizontal, aconchegante, natureza;jardim, area de estar externa, pergola;pergola de madeira, mesa de vime, cadeiras de vime, espreguicadeira, lagoa pequena, casa em tom terracota, rede, cadeira suspensa, vista serra;rustico-chic, aconchegante, natureza;luz natural difusa, dia nublado;nenhuma;instagram, site, banner, story, folder;horizontal, boa profundidade de campo, mostra area de convivencia ampla da pousada
pista-agility-cachorro-pneus-rampa-lagoa-vista-serra-area-externa.jpg;IMG_0337.JPG;foto-real;Pets;Vista aberta de área externa gramada com pequena lagoa, pista de agility para cães (túnel de pneus coloridos e rampa de madeira) e cerca de corda em primeiro plano, tendo a serra arborizada ao fundo. Nenhum pet ou hóspede aparece na cena.;lagoa, lago, pista-agility, agility-cachorro, pneus-coloridos, obstaculo-pet, rampa-madeira, vista-serra, area-externa, gramado, natureza, sem-pessoas, sem-pets, cerca-corda, banco-madeira, jardim, roseira, arvore-sem-folhas, asas-decorativas, galpao-verde, casas-encosta, montanha, floresta, poste-energia, dia-claro, paisagem-aberta, pet-friendly, horizontal;área externa com pista de agility para cães ao lado de lagoa, vista para a serra;pneus vermelhos e creme empilhados formando túnel, rampa de madeira estilo obstáculo, banco de madeira, cerca de corda em postes, árvore sem folhas (frangipani), roseiras, asas decorativas em suporte (adereço fotográfico), galpão/depósito verde, poste de energia, casas ao fundo na encosta;rústico, natural, campestre;luz natural diurna, céu claro/difuso;nenhuma;instagram, site, banner, campanha pet-friendly;"foto horizontal aberta com bastante fundo (poste, fios, casas) que pode distrair; melhor para contextualizar o espaço do que para destacar um único elemento."
